date,food_beverage,txtile_apparel,paper_wood,chemical,pharmaceutical,non-metalic_mineral,steel_metal,machinery,electrical_electronic,trans_equip,distribution,construction,trans_wharehouse,finance,banking,securities,insurance,manufacturing
1980-01-04,100.00 ,100.00 ,102.05 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,98.07 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 
1980-01-05,99.96 ,103.20 ,106.64 ,100.17 ,103.08 ,100.03 ,100.77 ,99.16 ,100.77 ,98.27 ,100.75 ,100.12 ,100.11 ,100.12 ,99.88 ,100.70 ,104.22 ,101.20 
1980-01-07,99.63 ,107.70 ,110.19 ,103.25 ,109.22 ,101.35 ,103.25 ,104.92 ,105.05 ,98.87 ,103.07 ,101.15 ,102.45 ,101.15 ,100.39 ,101.40 ,104.72 ,104.90 
1980-01-08,99.49 ,112.10 ,109.13 ,106.67 ,115.35 ,105.03 ,105.45 ,106.34 ,106.10 ,100.10 ,105.61 ,101.74 ,105.15 ,101.74 ,100.36 ,101.40 ,103.53 ,109.00 
1980-01-09,99.50 ,113.78 ,108.11 ,106.31 ,118.27 ,103.93 ,107.20 ,107.12 ,106.99 ,99.65 ,107.51 ,101.78 ,106.21 ,101.78 ,100.04 ,101.40 ,101.21 ,110.33 
1980-01-10,100.23 ,112.09 ,105.62 ,105.23 ,119.97 ,103.89 ,104.71 ,114.66 ,103.08 ,101.97 ,108.27 ,102.48 ,106.59 ,102.49 ,100.34 ,101.40 ,100.85 ,110.50 
1980-01-11,101.34 ,108.63 ,101.82 ,104.33 ,113.64 ,103.88 ,99.78 ,114.65 ,99.32 ,100.47 ,109.35 ,102.73 ,104.85 ,102.73 ,99.92 ,101.40 ,99.27 ,107.23 
1980-01-12,101.46 ,108.43 ,100.29 ,99.52 ,109.98 ,102.01 ,97.71 ,109.83 ,98.32 ,93.53 ,110.40 ,103.16 ,103.52 ,103.17 ,100.11 ,101.40 ,98.63 ,104.64 
1980-01-14,100.25 ,105.60 ,99.30 ,97.73 ,106.32 ,102.14 ,96.90 ,105.64 ,96.94 ,94.86 ,111.30 ,103.29 ,102.02 ,103.29 ,99.83 ,101.40 ,99.66 ,102.42 
1980-01-15,100.30 ,104.82 ,99.96 ,97.61 ,104.53 ,101.23 ,95.92 ,100.54 ,97.58 ,92.96 ,112.33 ,102.98 ,101.07 ,102.99 ,99.09 ,101.40 ,100.29 ,101.23 
1980-01-16,100.30 ,105.85 ,99.80 ,97.14 ,106.11 ,100.87 ,95.69 ,100.78 ,98.07 ,92.41 ,113.08 ,103.06 ,101.64 ,103.06 ,98.79 ,101.40 ,99.57 ,101.81 
1980-01-17,99.78 ,107.53 ,98.93 ,96.82 ,107.51 ,101.15 ,95.57 ,101.45 ,97.89 ,92.76 ,114.76 ,102.81 ,101.98 ,102.82 ,98.43 ,101.40 ,99.71 ,102.36 
1980-01-18,99.81 ,106.80 ,98.65 ,97.38 ,106.02 ,100.17 ,94.80 ,99.82 ,97.25 ,92.51 ,114.76 ,102.76 ,101.14 ,102.76 ,98.20 ,101.40 ,100.30 ,101.53 
1980-01-19,99.81 ,107.03 ,98.81 ,97.03 ,106.83 ,99.44 ,94.08 ,100.05 ,97.27 ,92.51 ,114.48 ,102.67 ,101.18 ,102.68 ,98.08 ,101.40 ,100.53 ,101.66 
1980-01-21,98.40 ,107.48 ,97.29 ,97.37 ,108.65 ,99.01 ,93.96 ,100.70 ,95.83 ,92.41 ,116.03 ,102.93 ,101.78 ,102.93 ,98.15 ,101.40 ,100.59 ,102.51 
1980-01-22,99.60 ,107.40 ,97.15 ,96.11 ,107.13 ,100.24 ,93.76 ,101.78 ,95.60 ,91.64 ,116.33 ,103.31 ,101.69 ,103.31 ,98.56 ,101.40 ,100.12 ,101.74 
1980-01-23,99.58 ,107.28 ,95.80 ,95.54 ,107.64 ,100.61 ,93.15 ,100.94 ,95.18 ,91.59 ,116.36 ,103.30 ,101.46 ,103.30 ,98.68 ,101.40 ,102.46 ,101.71 
1980-01-24,99.95 ,106.82 ,99.22 ,94.07 ,105.67 ,99.02 ,91.45 ,100.05 ,97.68 ,91.17 ,115.27 ,103.27 ,100.76 ,103.27 ,98.60 ,101.40 ,101.23 ,100.60 
1980-01-25,100.34 ,110.70 ,98.48 ,95.91 ,111.01 ,99.57 ,91.84 ,106.71 ,98.03 ,92.00 ,115.03 ,103.21 ,103.20 ,103.22 ,98.53 ,101.40 ,100.25 ,103.65 
1980-01-26,99.91 ,109.29 ,98.16 ,97.88 ,109.20 ,100.30 ,92.31 ,109.43 ,97.46 ,96.18 ,114.80 ,103.31 ,102.90 ,103.31 ,98.55 ,101.40 ,100.81 ,102.95 
1980-01-28,100.33 ,108.96 ,98.73 ,98.16 ,107.93 ,100.06 ,91.47 ,105.35 ,101.32 ,97.46 ,114.55 ,103.57 ,101.97 ,103.57 ,98.79 ,101.40 ,102.42 ,102.43 
1980-01-29,100.85 ,110.23 ,100.58 ,97.99 ,108.11 ,99.46 ,94.75 ,106.88 ,107.56 ,103.41 ,114.51 ,103.62 ,102.66 ,103.62 ,98.93 ,101.40 ,103.43 ,102.76 
1980-01-30,100.84 ,114.98 ,103.66 ,102.29 ,112.52 ,101.80 ,95.71 ,109.79 ,111.88 ,111.93 ,114.51 ,103.94 ,104.65 ,103.95 ,99.15 ,101.40 ,101.86 ,105.79 
1980-01-31,100.80 ,118.51 ,103.86 ,105.22 ,113.89 ,101.20 ,96.58 ,107.93 ,107.58 ,118.07 ,115.74 ,104.12 ,105.85 ,104.12 ,99.23 ,101.36 ,102.93 ,107.81 
1980-02-01,100.77 ,117.03 ,104.65 ,104.59 ,110.31 ,100.32 ,97.15 ,102.78 ,106.93 ,112.71 ,115.74 ,104.28 ,104.51 ,104.28 ,99.30 ,101.36 ,102.57 ,106.53 
1980-02-02,100.71 ,118.77 ,104.03 ,103.59 ,111.93 ,99.49 ,97.98 ,103.54 ,105.03 ,111.00 ,116.52 ,104.47 ,105.32 ,104.47 ,99.32 ,101.36 ,101.97 ,107.42 
1980-02-04,100.68 ,118.41 ,103.12 ,103.00 ,111.99 ,100.20 ,98.28 ,105.88 ,103.17 ,107.06 ,116.52 ,104.50 ,104.93 ,104.50 ,99.38 ,101.36 ,101.59 ,107.12 
1980-02-05,100.50 ,116.37 ,101.87 ,102.29 ,111.13 ,99.43 ,97.94 ,108.36 ,102.49 ,104.38 ,117.24 ,104.62 ,104.41 ,104.63 ,99.54 ,101.36 ,102.29 ,106.33 
1980-02-06,100.50 ,115.52 ,102.32 ,101.15 ,110.24 ,99.45 ,99.72 ,107.71 ,101.93 ,103.84 ,117.10 ,104.75 ,104.00 ,104.76 ,99.77 ,101.36 ,101.86 ,105.70 
1980-02-07,100.21 ,115.18 ,102.00 ,101.11 ,112.36 ,99.66 ,99.51 ,107.14 ,102.14 ,103.74 ,117.68 ,104.88 ,104.69 ,104.89 ,99.94 ,101.36 ,101.86 ,106.28 
1980-02-08,100.08 ,114.43 ,100.64 ,99.55 ,110.77 ,99.01 ,99.40 ,106.39 ,101.75 ,104.63 ,118.10 ,105.68 ,104.01 ,105.68 ,100.96 ,101.36 ,101.93 ,105.36 
1980-02-09,100.04 ,113.96 ,101.40 ,99.53 ,109.80 ,99.54 ,97.80 ,107.30 ,101.31 ,105.31 ,117.89 ,106.34 ,103.96 ,106.34 ,101.80 ,101.43 ,101.91 ,104.76 
1980-02-11,100.01 ,114.44 ,101.58 ,98.96 ,109.23 ,99.01 ,97.39 ,105.26 ,101.68 ,103.80 ,117.21 ,106.84 ,103.77 ,106.84 ,102.43 ,101.43 ,102.20 ,104.54 
1980-02-12,99.89 ,114.70 ,101.25 ,99.28 ,109.51 ,98.93 ,97.46 ,105.24 ,101.56 ,104.10 ,117.21 ,106.55 ,103.78 ,106.55 ,102.07 ,101.43 ,102.19 ,104.76 
1980-02-13,99.85 ,115.57 ,101.49 ,99.87 ,110.01 ,98.82 ,97.40 ,105.21 ,102.37 ,103.80 ,117.21 ,106.44 ,104.00 ,106.45 ,101.92 ,101.43 ,102.62 ,105.12 
1980-02-14,99.84 ,116.28 ,102.07 ,101.52 ,110.77 ,98.65 ,97.40 ,105.40 ,102.34 ,104.36 ,117.21 ,106.06 ,104.27 ,106.06 ,101.43 ,101.43 ,103.69 ,105.77 
1980-02-15,99.84 ,117.57 ,102.77 ,103.67 ,112.29 ,98.95 ,97.40 ,105.94 ,104.40 ,103.83 ,116.59 ,105.79 ,104.84 ,105.79 ,100.99 ,101.43 ,102.65 ,106.90 
1980-02-16,99.84 ,119.26 ,102.38 ,105.77 ,115.06 ,101.31 ,97.40 ,107.13 ,103.19 ,104.85 ,116.59 ,106.21 ,105.99 ,106.22 ,101.52 ,101.43 ,102.58 ,108.53 
1980-02-18,98.91 ,117.42 ,102.23 ,104.92 ,113.06 ,102.36 ,97.16 ,106.19 ,103.66 ,105.85 ,117.39 ,106.60 ,105.15 ,106.60 ,101.90 ,101.43 ,102.67 ,107.41 
1980-02-19,98.91 ,116.78 ,102.07 ,104.24 ,112.60 ,100.62 ,96.60 ,105.33 ,103.76 ,106.29 ,117.34 ,107.07 ,104.99 ,107.08 ,102.51 ,101.43 ,102.14 ,107.25 
1980-02-20,98.91 ,116.68 ,101.99 ,104.91 ,112.99 ,100.95 ,97.23 ,104.94 ,103.36 ,105.56 ,116.77 ,107.05 ,104.97 ,107.06 ,102.55 ,101.43 ,101.83 ,107.43 
1980-02-21,98.91 ,115.47 ,101.65 ,103.47 ,112.05 ,100.03 ,98.67 ,104.98 ,104.55 ,106.72 ,116.77 ,106.65 ,104.52 ,106.66 ,101.91 ,101.43 ,102.11 ,106.95 
1980-02-22,97.88 ,114.74 ,101.88 ,103.09 ,111.41 ,99.95 ,98.13 ,106.10 ,104.48 ,106.38 ,116.77 ,106.41 ,104.25 ,106.41 ,101.71 ,101.43 ,101.92 ,106.53 
1980-02-23,97.88 ,115.57 ,101.27 ,102.30 ,111.96 ,99.52 ,96.58 ,107.53 ,104.19 ,106.29 ,116.72 ,106.45 ,104.53 ,106.46 ,101.60 ,99.86 ,101.25 ,106.91 
1980-02-25,97.86 ,115.22 ,100.62 ,101.75 ,111.22 ,98.72 ,96.33 ,105.18 ,103.09 ,105.81 ,116.72 ,106.36 ,104.18 ,106.36 ,101.47 ,99.86 ,101.33 ,106.52 
1980-02-26,98.00 ,114.24 ,100.59 ,101.59 ,109.86 ,97.67 ,96.00 ,104.24 ,101.17 ,105.14 ,116.72 ,106.01 ,103.57 ,106.01 ,101.22 ,99.91 ,101.58 ,105.69 
1980-02-27,97.98 ,113.59 ,100.09 ,101.16 ,108.86 ,96.86 ,94.61 ,103.45 ,101.33 ,101.22 ,116.72 ,106.26 ,103.40 ,106.27 ,101.64 ,99.91 ,102.37 ,105.07 
1980-02-28,97.98 ,114.17 ,100.53 ,101.09 ,107.81 ,97.17 ,93.62 ,101.46 ,101.27 ,100.65 ,116.72 ,107.02 ,103.34 ,107.03 ,102.72 ,98.33 ,102.76 ,104.84 
1980-02-29,97.98 ,114.92 ,100.71 ,101.61 ,108.83 ,96.86 ,91.65 ,99.75 ,100.64 ,100.47 ,116.72 ,107.65 ,103.67 ,107.66 ,103.51 ,96.75 ,103.03 ,105.30 
1980-03-03,97.70 ,114.88 ,100.53 ,100.79 ,108.71 ,96.51 ,92.06 ,104.07 ,100.17 ,100.66 ,116.72 ,108.40 ,103.91 ,108.40 ,104.43 ,97.54 ,102.17 ,105.22 
1980-03-04,97.46 ,114.83 ,98.54 ,101.15 ,107.22 ,96.08 ,91.73 ,103.02 ,100.05 ,100.90 ,116.59 ,109.87 ,103.84 ,109.87 ,106.33 ,95.96 ,102.23 ,104.56 
1980-03-05,97.48 ,113.37 ,97.55 ,100.16 ,104.45 ,95.95 ,91.25 ,101.62 ,99.55 ,100.86 ,116.59 ,109.58 ,102.88 ,109.59 ,105.94 ,95.96 ,102.81 ,102.98 
1980-03-06,97.22 ,112.44 ,98.76 ,101.07 ,105.23 ,94.69 ,91.77 ,101.33 ,100.02 ,100.58 ,116.59 ,109.06 ,102.81 ,109.06 ,105.21 ,95.91 ,103.19 ,103.11 
1980-03-07,97.17 ,113.07 ,98.78 ,101.70 ,107.20 ,94.94 ,91.90 ,101.64 ,100.64 ,100.89 ,116.99 ,109.35 ,103.60 ,109.36 ,105.43 ,95.91 ,102.66 ,104.12 
1980-03-08,97.25 ,113.21 ,97.85 ,102.40 ,107.95 ,94.44 ,92.72 ,102.10 ,100.14 ,101.32 ,116.99 ,109.41 ,103.91 ,109.41 ,105.43 ,96.96 ,102.43 ,104.58 
1980-03-11,97.35 ,112.24 ,97.51 ,101.66 ,107.19 ,94.18 ,92.32 ,100.42 ,99.69 ,101.18 ,117.67 ,109.33 ,103.41 ,109.34 ,105.24 ,96.93 ,102.61 ,104.05 
1980-03-12,97.16 ,111.35 ,97.38 ,100.27 ,106.74 ,93.93 ,93.14 ,101.03 ,97.42 ,100.32 ,118.14 ,108.93 ,103.19 ,108.94 ,104.71 ,96.93 ,102.43 ,103.62 
1980-03-13,97.16 ,110.44 ,97.26 ,100.03 ,108.26 ,93.66 ,93.27 ,101.19 ,97.52 ,99.57 ,118.14 ,108.66 ,103.35 ,108.66 ,104.43 ,96.93 ,103.88 ,104.16 
1980-03-14,97.16 ,110.26 ,97.53 ,100.79 ,107.20 ,92.88 ,92.83 ,100.58 ,97.78 ,99.68 ,118.22 ,108.47 ,103.17 ,108.47 ,104.16 ,96.93 ,103.03 ,103.72 
1980-03-15,97.39 ,112.01 ,97.80 ,101.44 ,109.33 ,93.06 ,91.80 ,100.41 ,97.26 ,100.17 ,118.33 ,108.76 ,104.28 ,108.48 ,103.97 ,97.72 ,102.88 ,104.89 
1980-03-17,97.39 ,110.82 ,97.35 ,100.65 ,107.93 ,93.33 ,91.42 ,99.05 ,97.43 ,100.27 ,118.61 ,108.67 ,103.71 ,108.64 ,103.71 ,98.50 ,102.10 ,104.15 
1980-03-18,97.41 ,110.75 ,97.22 ,100.44 ,107.85 ,93.20 ,90.66 ,99.38 ,98.67 ,100.54 ,119.04 ,108.66 ,103.56 ,108.63 ,103.61 ,98.50 ,104.01 ,104.01 
1980-03-19,97.24 ,110.44 ,98.60 ,100.73 ,108.05 ,92.98 ,91.66 ,101.07 ,100.64 ,102.38 ,119.18 ,108.58 ,103.25 ,108.59 ,103.50 ,99.56 ,103.52 ,104.25 
1980-03-20,96.75 ,113.02 ,98.11 ,100.74 ,113.67 ,92.98 ,94.09 ,100.76 ,100.76 ,103.65 ,119.16 ,108.67 ,104.76 ,108.67 ,103.53 ,99.56 ,103.71 ,106.94 
1980-03-21,96.51 ,111.40 ,97.51 ,100.32 ,114.05 ,93.27 ,93.73 ,100.49 ,101.23 ,102.54 ,119.39 ,108.79 ,104.44 ,108.79 ,103.64 ,99.56 ,106.58 ,106.69 
1980-03-22,96.32 ,111.34 ,101.19 ,101.08 ,115.03 ,93.41 ,93.64 ,101.58 ,104.74 ,103.95 ,119.21 ,108.93 ,104.61 ,108.93 ,103.66 ,99.56 ,105.80 ,107.02 
1980-03-24,96.15 ,115.65 ,98.91 ,102.03 ,121.37 ,94.93 ,93.15 ,103.73 ,103.88 ,104.87 ,119.08 ,109.31 ,107.07 ,109.31 ,104.07 ,99.56 ,106.74 ,110.66 
1980-03-25,96.69 ,114.36 ,99.01 ,101.76 ,119.06 ,95.15 ,92.90 ,105.48 ,104.20 ,104.99 ,119.00 ,109.51 ,106.48 ,109.52 ,104.20 ,99.56 ,105.73 ,109.70 
1980-03-26,96.44 ,116.56 ,98.65 ,101.83 ,122.98 ,94.67 ,91.47 ,107.58 ,101.61 ,104.36 ,118.99 ,109.57 ,107.21 ,109.57 ,104.01 ,99.56 ,104.44 ,111.55 
1980-03-27,96.54 ,115.52 ,98.67 ,100.41 ,122.34 ,94.69 ,91.14 ,105.38 ,101.71 ,101.90 ,118.75 ,109.47 ,106.27 ,109.47 ,103.83 ,99.56 ,103.66 ,111.14 
1980-03-28,96.56 ,114.18 ,98.55 ,99.74 ,117.90 ,92.62 ,90.08 ,101.87 ,102.86 ,101.40 ,119.17 ,109.38 ,105.21 ,109.39 ,103.57 ,99.56 ,103.67 ,109.08 
1980-03-29,96.56 ,110.71 ,99.91 ,100.15 ,117.25 ,92.92 ,87.60 ,101.92 ,101.48 ,101.20 ,119.29 ,109.50 ,104.79 ,109.50 ,103.64 ,99.56 ,104.29 ,108.08 
1980-03-31,96.41 ,112.17 ,99.67 ,100.10 ,116.17 ,92.93 ,89.66 ,102.87 ,101.49 ,100.72 ,119.83 ,109.65 ,104.80 ,109.66 ,103.84 ,99.56 ,104.90 ,107.97 
1980-04-01,96.38 ,112.92 ,98.89 ,100.09 ,118.34 ,92.99 ,89.66 ,104.11 ,100.80 ,100.73 ,119.83 ,109.58 ,105.22 ,109.58 ,103.71 ,99.56 ,106.17 ,108.87 
1980-04-02,96.17 ,113.09 ,98.66 ,99.47 ,122.05 ,93.20 ,89.66 ,105.64 ,101.47 ,100.43 ,120.26 ,109.50 ,105.52 ,109.51 ,103.61 ,99.56 ,106.44 ,110.18 
1980-04-03,96.20 ,115.27 ,99.97 ,99.31 ,124.70 ,93.40 ,89.83 ,113.00 ,105.20 ,102.08 ,120.28 ,109.63 ,106.58 ,109.64 ,103.72 ,99.56 ,108.01 ,111.33 
1980-04-04,96.38 ,114.71 ,101.64 ,100.06 ,126.16 ,93.40 ,91.84 ,118.49 ,109.15 ,104.55 ,120.48 ,109.69 ,107.22 ,109.69 ,103.57 ,99.56 ,107.64 ,112.17 
1980-04-07,96.41 ,119.39 ,102.38 ,102.46 ,129.32 ,95.32 ,92.68 ,121.46 ,111.58 ,107.22 ,121.72 ,109.89 ,109.29 ,109.89 ,103.66 ,99.56 ,108.30 ,114.68 
1980-04-08,96.31 ,120.01 ,101.02 ,104.84 ,128.89 ,98.30 ,92.12 ,121.86 ,115.29 ,106.97 ,121.52 ,109.93 ,109.35 ,109.93 ,103.71 ,99.56 ,109.03 ,115.19 
1980-04-09,96.96 ,122.31 ,102.54 ,110.04 ,130.36 ,99.73 ,92.04 ,126.90 ,116.53 ,105.09 ,122.37 ,109.84 ,109.89 ,109.84 ,103.60 ,99.56 ,109.59 ,116.36 
1980-04-10,97.06 ,122.69 ,103.96 ,114.79 ,134.92 ,100.92 ,97.11 ,129.73 ,121.45 ,107.77 ,123.08 ,109.79 ,110.90 ,109.80 ,103.33 ,99.56 ,108.81 ,118.79 
1980-04-11,98.29 ,125.37 ,103.88 ,119.14 ,136.07 ,102.32 ,98.92 ,128.48 ,119.90 ,114.44 ,123.21 ,109.85 ,111.68 ,109.85 ,103.37 ,99.56 ,108.80 ,120.07 
1980-04-12,98.68 ,124.54 ,103.37 ,117.17 ,134.02 ,103.47 ,98.40 ,125.15 ,119.12 ,112.11 ,123.21 ,109.91 ,111.29 ,109.92 ,103.46 ,99.56 ,107.66 ,119.20 
1980-04-14,99.29 ,123.41 ,103.37 ,116.46 ,134.26 ,103.98 ,95.06 ,123.99 ,118.62 ,110.47 ,123.56 ,110.01 ,111.16 ,110.02 ,103.58 ,99.56 ,107.71 ,118.99 
1980-04-15,99.22 ,122.96 ,102.21 ,114.94 ,133.21 ,104.08 ,95.18 ,126.90 ,114.03 ,111.60 ,123.90 ,107.19 ,110.34 ,109.96 ,103.48 ,99.56 ,107.82 ,118.50 
1980-04-16,100.12 ,121.90 ,100.03 ,113.21 ,135.23 ,103.53 ,94.51 ,125.31 ,111.78 ,107.55 ,124.01 ,107.61 ,109.99 ,107.61 ,100.56 ,99.56 ,110.46 ,118.79 
1980-04-17,101.34 ,120.77 ,101.62 ,111.91 ,136.23 ,102.51 ,94.26 ,123.61 ,116.68 ,106.21 ,123.81 ,107.66 ,109.47 ,107.66 ,100.60 ,100.21 ,113.28 ,118.52 
1980-04-18,103.15 ,125.09 ,103.83 ,115.29 ,142.95 ,102.04 ,95.04 ,129.05 ,119.05 ,107.14 ,125.32 ,107.63 ,111.42 ,107.63 ,100.55 ,100.21 ,113.97 ,122.22 
1980-04-19,105.12 ,130.65 ,104.13 ,118.88 ,149.48 ,104.15 ,98.09 ,132.04 ,116.74 ,109.90 ,126.30 ,107.63 ,114.27 ,107.63 ,100.55 ,99.03 ,113.09 ,126.40 
1980-04-21,104.74 ,136.37 ,101.59 ,119.14 ,149.06 ,105.66 ,96.24 ,128.91 ,115.84 ,110.75 ,127.28 ,107.83 ,115.64 ,107.83 ,100.80 ,99.03 ,115.67 ,128.38 
1980-04-22,105.16 ,135.09 ,103.19 ,119.89 ,146.18 ,105.90 ,97.33 ,128.36 ,120.18 ,110.83 ,127.93 ,107.90 ,114.64 ,107.89 ,100.88 ,99.03 ,114.57 ,127.62 
1980-04-23,104.68 ,140.83 ,104.44 ,123.15 ,152.51 ,108.51 ,103.69 ,134.84 ,120.59 ,110.54 ,129.92 ,107.65 ,116.85 ,107.65 ,100.57 ,99.03 ,115.73 ,131.48 
1980-04-24,105.21 ,138.14 ,108.96 ,125.78 ,147.66 ,112.13 ,110.05 ,140.60 ,124.76 ,116.45 ,131.28 ,107.75 ,116.45 ,107.75 ,100.69 ,99.03 ,115.74 ,129.95 
1980-04-25,106.58 ,139.15 ,112.62 ,129.03 ,149.01 ,114.80 ,114.02 ,148.54 ,126.63 ,121.61 ,131.88 ,108.02 ,117.49 ,108.02 ,101.02 ,99.03 ,114.24 ,131.40 
1980-04-26,107.56 ,139.00 ,115.60 ,129.88 ,147.82 ,115.13 ,112.32 ,153.35 ,124.18 ,124.34 ,132.86 ,107.94 ,117.62 ,107.94 ,100.90 ,99.03 ,114.17 ,131.37 
1980-04-28,109.49 ,138.68 ,112.58 ,126.78 ,142.05 ,113.12 ,107.52 ,146.42 ,119.93 ,121.02 ,133.07 ,108.02 ,116.75 ,108.02 ,101.00 ,99.03 ,113.70 ,130.00 
1980-04-29,111.72 ,137.27 ,110.54 ,123.75 ,140.53 ,110.99 ,103.74 ,143.53 ,116.94 ,115.67 ,133.73 ,108.72 ,116.72 ,108.72 ,101.90 ,99.03 ,114.22 ,128.19 
1980-04-30,109.50 ,136.77 ,110.14 ,121.48 ,139.06 ,108.37 ,101.36 ,143.58 ,115.74 ,111.04 ,134.89 ,108.87 ,115.65 ,108.86 ,102.10 ,99.03 ,116.47 ,126.64 
1980-05-01,106.78 ,137.22 ,113.14 ,118.76 ,137.23 ,108.46 ,101.32 ,148.00 ,119.80 ,109.78 ,134.58 ,108.95 ,116.10 ,108.95 ,102.27 ,99.03 ,115.91 ,125.70 
1980-05-02,105.14 ,140.93 ,116.53 ,122.00 ,142.54 ,108.80 ,102.25 ,156.62 ,119.18 ,112.59 ,136.13 ,109.33 ,118.15 ,109.33 ,102.63 ,99.03 ,116.47 ,129.39 
1980-05-03,104.37 ,140.62 ,118.54 ,125.28 ,140.31 ,108.94 ,102.95 ,158.99 ,122.31 ,113.62 ,137.71 ,109.81 ,117.92 ,109.80 ,103.21 ,99.03 ,115.63 ,129.13 
1980-05-06,104.47 ,142.35 ,116.45 ,125.90 ,139.46 ,109.97 ,103.48 ,156.85 ,129.46 ,116.95 ,139.34 ,110.69 ,118.90 ,110.69 ,104.29 ,99.03 ,116.27 ,129.45 
1980-05-07,105.34 ,139.33 ,117.06 ,125.00 ,136.28 ,109.84 ,107.13 ,153.17 ,132.28 ,124.45 ,140.36 ,112.14 ,118.79 ,112.13 ,106.08 ,99.03 ,113.39 ,127.40 
1980-05-08,105.78 ,139.06 ,112.28 ,127.20 ,138.10 ,109.75 ,104.17 ,152.74 ,128.72 ,119.67 ,139.99 ,113.10 ,118.90 ,113.10 ,107.27 ,99.03 ,113.77 ,128.27 
1980-05-09,103.93 ,133.99 ,113.17 ,122.39 ,131.46 ,107.10 ,102.59 ,143.59 ,131.99 ,116.89 ,139.99 ,112.84 ,115.99 ,112.84 ,106.94 ,99.03 ,112.82 ,124.13 
1980-05-10,103.91 ,133.74 ,111.12 ,123.13 ,130.79 ,106.20 ,101.77 ,144.29 ,132.03 ,115.57 ,139.84 ,112.61 ,116.03 ,112.58 ,106.62 ,99.03 ,110.76 ,123.91 
1980-05-12,104.66 ,131.36 ,108.02 ,122.48 ,129.21 ,105.90 ,100.99 ,142.89 ,127.47 ,114.87 ,139.74 ,111.65 ,115.06 ,111.61 ,105.49 ,99.03 ,110.55 ,122.45 
1980-05-13,103.78 ,126.57 ,107.07 ,120.14 ,125.41 ,103.70 ,98.22 ,136.63 ,125.18 ,110.52 ,139.74 ,111.43 ,112.45 ,111.43 ,105.08 ,99.03 ,112.29 ,119.40 
1980-05-14,103.77 ,129.77 ,108.39 ,119.37 ,122.87 ,103.18 ,99.21 ,133.85 ,130.53 ,109.34 ,139.74 ,110.63 ,111.88 ,110.64 ,104.16 ,99.03 ,112.39 ,118.71 
1980-05-15,103.76 ,133.27 ,108.90 ,122.23 ,128.39 ,103.60 ,100.81 ,141.29 ,128.85 ,114.77 ,139.81 ,109.62 ,114.05 ,109.62 ,102.90 ,99.03 ,112.25 ,121.79 
1980-05-16,103.79 ,132.96 ,109.26 ,120.33 ,131.26 ,106.09 ,101.37 ,140.67 ,128.68 ,115.08 ,141.14 ,109.70 ,114.39 ,109.70 ,103.00 ,99.03 ,108.83 ,122.88 
1980-05-17,103.74 ,133.54 ,103.18 ,120.58 ,130.77 ,105.43 ,95.74 ,140.24 ,121.74 ,113.26 ,139.74 ,109.88 ,114.49 ,109.88 ,103.21 ,99.03 ,107.10 ,123.03 
1980-05-19,102.86 ,127.62 ,102.04 ,115.00 ,122.88 ,102.57 ,95.93 ,130.89 ,119.67 ,107.28 ,139.74 ,109.35 ,110.62 ,109.35 ,102.55 ,99.03 ,107.81 ,117.53 
1980-05-20,102.78 ,124.35 ,102.64 ,113.29 ,119.18 ,102.57 ,96.34 ,131.06 ,118.65 ,105.78 ,139.74 ,108.83 ,108.98 ,108.83 ,101.90 ,99.03 ,110.67 ,115.10 
1980-05-22,102.57 ,124.19 ,106.77 ,112.26 ,120.65 ,103.36 ,98.76 ,131.39 ,125.30 ,106.43 ,139.91 ,109.36 ,109.19 ,109.37 ,102.31 ,99.03 ,111.63 ,115.58 
1980-05-23,102.90 ,129.41 ,107.93 ,116.81 ,127.16 ,103.91 ,101.68 ,137.26 ,126.13 ,112.42 ,139.91 ,109.44 ,112.09 ,109.44 ,102.40 ,99.03 ,109.36 ,119.81 
1980-05-24,103.29 ,132.75 ,105.34 ,118.50 ,129.90 ,104.82 ,98.82 ,135.83 ,121.74 ,113.87 ,138.79 ,109.72 ,113.33 ,109.72 ,102.48 ,99.03 ,111.54 ,121.84 
1980-05-26,103.72 ,128.85 ,107.82 ,114.85 ,124.14 ,103.75 ,102.77 ,131.25 ,124.62 ,109.25 ,138.79 ,109.78 ,111.06 ,109.78 ,102.55 ,98.86 ,112.17 ,118.42 
1980-05-27,104.54 ,132.56 ,108.49 ,117.92 ,129.15 ,103.16 ,103.82 ,136.07 ,124.16 ,110.40 ,138.79 ,109.88 ,113.09 ,109.88 ,102.67 ,97.98 ,113.92 ,121.67 
1980-05-28,105.53 ,134.25 ,109.57 ,117.83 ,131.02 ,104.76 ,102.76 ,137.03 ,126.44 ,110.68 ,138.09 ,110.06 ,113.69 ,110.06 ,102.86 ,97.93 ,113.75 ,123.04 
1980-05-29,106.69 ,138.73 ,108.70 ,119.02 ,135.90 ,105.37 ,103.64 ,137.30 ,124.82 ,112.73 ,136.85 ,109.74 ,115.29 ,109.75 ,102.48 ,97.89 ,115.04 ,126.26 
