date,food_beverage,txtile_apparel,paper_wood,chemical,pharmaceutical,non-metalic_mineral,steel_metal,machinery,electrical_electronic,trans_equip,distribution,construction,trans_wharehouse,finance,banking,securities,insurance,manufacturing
2001-05-28,761.56 ,299.49 ,206.15 ,567.82 ,987.79 ,521.90 ,1231.91 ,258.11 ,2696.92 ,325.03 ,181.03 ,52.62 ,361.30 ,227.44 ,124.03 ,1460.22 ,2803.29 ,856.87 
2001-05-29,768.42 ,302.00 ,207.36 ,570.29 ,1002.94 ,526.97 ,1246.95 ,274.11 ,2801.97 ,336.29 ,183.76 ,53.82 ,363.75 ,231.69 ,125.81 ,1497.59 ,2864.91 ,882.34 
2001-05-30,775.15 ,297.29 ,204.77 ,569.38 ,1018.90 ,528.87 ,1246.24 ,269.96 ,2735.11 ,336.50 ,183.90 ,53.75 ,368.59 ,232.31 ,125.52 ,1514.74 ,2874.97 ,871.72 
2001-05-31,780.25 ,299.64 ,199.67 ,567.09 ,1049.63 ,535.13 ,1211.75 ,275.60 ,2615.25 ,335.11 ,182.84 ,52.58 ,360.90 ,225.10 ,121.42 ,1460.19 ,2878.10 ,850.11 
2001-06-01,776.88 ,299.80 ,200.91 ,559.85 ,1040.64 ,535.26 ,1215.19 ,275.02 ,2603.59 ,332.17 ,180.44 ,53.66 ,358.88 ,221.66 ,120.33 ,1418.70 ,2881.72 ,845.57 
2001-06-04,783.71 ,300.09 ,204.18 ,567.94 ,1036.17 ,541.16 ,1221.84 ,275.94 ,2599.60 ,336.72 ,181.77 ,54.41 ,360.30 ,221.79 ,119.03 ,1424.33 ,3033.53 ,849.21 
2001-06-05,750.31 ,287.75 ,200.93 ,565.64 ,1009.00 ,541.37 ,1210.98 ,263.54 ,2504.88 ,333.05 ,180.62 ,52.36 ,351.49 ,216.29 ,117.07 ,1370.96 ,2934.40 ,827.85 
2001-06-07,752.08 ,291.73 ,198.84 ,566.22 ,992.54 ,550.58 ,1165.95 ,266.66 ,2609.79 ,334.27 ,180.70 ,54.18 ,345.99 ,217.03 ,117.45 ,1385.60 ,2875.06 ,840.40 
2001-06-08,777.52 ,294.80 ,202.31 ,586.52 ,1011.58 ,592.30 ,1166.58 ,273.00 ,2719.48 ,348.15 ,187.10 ,54.94 ,357.87 ,226.83 ,123.10 ,1447.14 ,2949.97 ,869.32 
2001-06-11,785.18 ,294.88 ,199.06 ,577.40 ,1008.81 ,590.68 ,1144.40 ,274.58 ,2631.56 ,343.60 ,186.60 ,55.25 ,354.26 ,224.94 ,123.40 ,1408.38 ,2955.65 ,850.39 
2001-06-12,809.33 ,293.03 ,198.14 ,575.09 ,1014.47 ,617.45 ,1141.49 ,278.40 ,2610.77 ,342.58 ,185.26 ,54.53 ,357.54 ,226.20 ,124.91 ,1396.78 ,3018.69 ,848.74 
2001-06-13,816.35 ,292.96 ,199.70 ,579.42 ,1028.51 ,597.00 ,1147.55 ,279.63 ,2638.56 ,344.08 ,186.03 ,55.19 ,359.74 ,230.13 ,126.93 ,1413.84 ,3160.83 ,855.04 
2001-06-14,820.33 ,297.47 ,202.06 ,584.40 ,1061.51 ,592.36 ,1169.44 ,282.40 ,2610.15 ,343.85 ,190.75 ,56.69 ,359.01 ,229.97 ,126.17 ,1418.01 ,3170.52 ,853.86 
2001-06-15,820.29 ,298.10 ,203.12 ,588.46 ,1071.02 ,605.36 ,1197.65 ,285.80 ,2594.50 ,350.89 ,193.72 ,56.72 ,360.89 ,234.92 ,129.51 ,1448.02 ,3141.30 ,858.93 
2001-06-18,811.04 ,305.76 ,208.27 ,580.39 ,1058.42 ,609.81 ,1169.16 ,294.52 ,2539.40 ,352.64 ,194.72 ,57.02 ,355.90 ,229.78 ,126.53 ,1405.88 ,3135.09 ,847.54 
2001-06-19,816.27 ,303.10 ,207.07 ,574.00 ,1047.81 ,625.62 ,1194.84 ,309.67 ,2534.44 ,368.04 ,191.45 ,57.09 ,347.61 ,227.17 ,126.75 ,1372.46 ,3007.43 ,855.78 
2001-06-20,806.54 ,300.19 ,201.18 ,566.40 ,1023.28 ,600.30 ,1144.00 ,314.53 ,2465.10 ,367.98 ,187.23 ,56.83 ,345.61 ,222.26 ,124.01 ,1335.74 ,3017.31 ,838.09 
2001-06-21,809.69 ,304.01 ,206.85 ,566.10 ,1034.77 ,584.83 ,1150.92 ,303.79 ,2457.42 ,367.82 ,190.14 ,56.85 ,354.67 ,221.19 ,123.13 ,1331.13 ,2984.84 ,836.87 
2001-06-22,804.00 ,309.44 ,210.32 ,571.91 ,1043.96 ,592.83 ,1175.18 ,312.64 ,2411.86 ,373.16 ,190.93 ,58.06 ,355.15 ,222.07 ,123.61 ,1338.22 ,2988.08 ,835.20 
2001-06-25,798.60 ,305.81 ,208.06 ,575.69 ,1041.62 ,611.25 ,1163.65 ,331.67 ,2407.65 ,380.65 ,194.03 ,58.63 ,354.42 ,222.52 ,124.26 ,1341.03 ,2954.96 ,838.26 
2001-06-26,778.77 ,291.46 ,199.81 ,573.82 ,1017.19 ,595.38 ,1145.67 ,311.75 ,2354.44 ,371.82 ,189.06 ,58.09 ,344.37 ,220.52 ,123.48 ,1330.64 ,2889.98 ,820.94 
2001-06-27,777.92 ,284.16 ,197.34 ,568.70 ,1022.59 ,583.30 ,1151.44 ,324.30 ,2327.45 ,361.28 ,188.88 ,57.47 ,335.57 ,224.19 ,126.94 ,1330.23 ,2965.03 ,813.37 
2001-06-28,773.74 ,289.98 ,196.90 ,565.72 ,1030.43 ,573.38 ,1141.71 ,319.85 ,2344.17 ,357.98 ,192.71 ,56.98 ,336.01 ,223.54 ,127.00 ,1304.95 ,3079.35 ,813.07 
2001-06-29,775.52 ,292.92 ,198.60 ,571.02 ,1046.63 ,578.80 ,1199.04 ,317.58 ,2394.46 ,370.08 ,189.06 ,58.01 ,342.47 ,226.93 ,128.53 ,1330.78 ,3130.09 ,831.12 
2001-07-02,766.20 ,296.07 ,199.70 ,570.52 ,1052.74 ,576.91 ,1199.56 ,316.98 ,2399.33 ,365.22 ,187.05 ,57.54 ,341.94 ,227.80 ,128.63 ,1329.30 ,3238.94 ,829.42 
2001-07-03,755.34 ,302.66 ,200.41 ,566.84 ,1047.35 ,572.08 ,1165.10 ,309.45 ,2408.86 ,358.82 ,186.68 ,56.63 ,341.17 ,224.25 ,125.14 ,1325.84 ,3244.07 ,824.03 
2001-07-04,764.71 ,299.44 ,200.86 ,569.59 ,1056.74 ,568.18 ,1178.83 ,303.02 ,2427.34 ,361.78 ,185.93 ,55.79 ,347.96 ,227.05 ,126.73 ,1353.20 ,3204.39 ,830.55 
2001-07-05,766.67 ,298.93 ,200.56 ,567.30 ,1061.47 ,560.12 ,1194.62 ,305.84 ,2382.30 ,366.21 ,186.36 ,55.18 ,347.46 ,223.93 ,124.90 ,1330.46 ,3188.70 ,825.72 
2001-07-06,761.00 ,293.42 ,198.48 ,560.63 ,1050.84 ,555.32 ,1170.21 ,299.02 ,2279.85 ,355.50 ,183.45 ,53.32 ,343.84 ,219.51 ,123.47 ,1285.38 ,3140.74 ,801.20 
2001-07-09,744.46 ,278.60 ,189.93 ,549.11 ,1031.05 ,538.19 ,1175.75 ,281.23 ,2143.37 ,345.59 ,178.29 ,50.65 ,329.12 ,211.70 ,121.31 ,1204.18 ,3063.78 ,771.22 
2001-07-10,740.50 ,285.90 ,191.27 ,549.48 ,1027.13 ,503.19 ,1182.88 ,274.57 ,2138.05 ,347.53 ,178.26 ,51.06 ,327.85 ,214.25 ,123.37 ,1213.68 ,3071.90 ,770.60 
2001-07-11,737.91 ,275.85 ,187.07 ,537.75 ,992.83 ,469.81 ,1170.20 ,271.51 ,2109.33 ,349.80 ,177.58 ,49.33 ,316.05 ,211.98 ,122.89 ,1182.67 ,3073.81 ,761.43 
2001-07-12,744.63 ,282.41 ,188.40 ,539.68 ,1006.98 ,493.45 ,1150.44 ,280.67 ,2180.92 ,349.46 ,178.36 ,50.25 ,321.62 ,215.30 ,123.01 ,1241.75 ,3039.11 ,773.47 
2001-07-13,737.30 ,277.72 ,182.99 ,532.97 ,993.38 ,477.31 ,1143.23 ,269.92 ,2103.68 ,341.26 ,176.11 ,47.86 ,310.93 ,210.65 ,122.18 ,1187.58 ,2942.46 ,754.94 
2001-07-16,735.69 ,286.73 ,181.51 ,532.54 ,1000.23 ,483.09 ,1140.28 ,271.26 ,2066.02 ,342.07 ,177.54 ,49.24 ,310.54 ,208.25 ,121.59 ,1171.95 ,2797.65 ,749.72 
2001-07-18,716.66 ,280.46 ,178.05 ,523.32 ,989.27 ,490.40 ,1101.33 ,263.66 ,2044.54 ,335.97 ,173.49 ,49.49 ,305.41 ,203.04 ,119.05 ,1133.86 ,2725.13 ,737.20 
2001-07-19,705.91 ,275.74 ,175.77 ,519.21 ,987.91 ,501.53 ,1077.69 ,277.87 ,2108.84 ,323.38 ,172.26 ,47.60 ,304.91 ,202.55 ,118.70 ,1127.59 ,2753.21 ,740.39 
2001-07-20,691.79 ,272.72 ,175.17 ,511.75 ,976.91 ,484.44 ,1050.09 ,273.44 ,2084.79 ,313.20 ,168.36 ,46.80 ,304.93 ,200.12 ,117.34 ,1110.54 ,2725.65 ,728.29 
2001-07-23,671.21 ,259.21 ,168.10 ,500.25 ,938.28 ,459.55 ,1042.40 ,260.62 ,2030.51 ,293.98 ,164.49 ,43.70 ,295.50 ,193.68 ,113.93 ,1074.94 ,2599.69 ,704.55 
2001-07-24,662.35 ,257.59 ,168.51 ,497.32 ,934.78 ,462.44 ,1028.74 ,257.82 ,2050.33 ,296.96 ,165.24 ,44.57 ,294.76 ,194.92 ,114.18 ,1091.29 ,2634.51 ,706.44 
2001-07-25,654.81 ,254.52 ,167.68 ,490.72 ,934.38 ,462.37 ,992.94 ,251.26 ,2079.84 ,306.59 ,165.51 ,43.86 ,290.74 ,195.05 ,115.41 ,1073.04 ,2609.72 ,709.12 
2001-07-26,660.48 ,257.30 ,169.70 ,492.75 ,943.49 ,464.24 ,993.17 ,256.18 ,2119.95 ,309.78 ,167.08 ,44.91 ,292.81 ,199.29 ,117.76 ,1102.97 ,2624.74 ,717.58 
2001-07-27,678.21 ,263.76 ,174.46 ,503.11 ,967.99 ,473.17 ,1007.88 ,260.99 ,2177.70 ,311.36 ,170.23 ,45.84 ,305.44 ,203.87 ,119.95 ,1135.27 ,2713.52 ,732.91 
2001-07-30,676.03 ,267.36 ,171.02 ,493.17 ,958.28 ,464.00 ,1015.32 ,262.32 ,2157.14 ,301.80 ,167.80 ,44.75 ,300.43 ,202.16 ,119.55 ,1121.95 ,2639.43 ,723.91 
2001-07-31,689.09 ,268.89 ,174.47 ,497.89 ,977.46 ,468.40 ,1026.07 ,265.16 ,2196.04 ,306.33 ,169.71 ,46.52 ,304.49 ,204.44 ,120.01 ,1141.03 ,2743.73 ,735.11 
2001-08-01,701.94 ,273.14 ,177.36 ,512.10 ,992.41 ,478.19 ,1034.00 ,271.39 ,2291.74 ,311.00 ,174.52 ,48.69 ,312.15 ,217.39 ,126.05 ,1253.81 ,2848.50 ,757.01 
2001-08-02,707.15 ,272.15 ,175.48 ,515.59 ,1001.00 ,480.66 ,1052.51 ,287.45 ,2280.31 ,315.84 ,179.06 ,48.66 ,311.31 ,223.33 ,131.23 ,1269.92 ,2826.25 ,760.37 
2001-08-03,709.27 ,271.76 ,178.12 ,519.56 ,1002.28 ,483.95 ,1067.17 ,290.55 ,2315.51 ,316.66 ,179.42 ,49.05 ,319.77 ,223.89 ,131.23 ,1270.90 ,2899.85 ,768.34 
2001-08-06,710.90 ,272.10 ,180.12 ,519.68 ,1012.58 ,484.43 ,1044.43 ,294.92 ,2327.06 ,313.31 ,178.12 ,50.47 ,325.72 ,223.71 ,131.13 ,1272.83 ,2835.88 ,767.59 
2001-08-07,712.45 ,269.34 ,178.92 ,519.70 ,1022.42 ,485.74 ,1026.32 ,294.54 ,2276.83 ,306.73 ,181.27 ,51.97 ,325.90 ,228.56 ,133.58 ,1311.81 ,2892.49 ,756.18 
2001-08-08,713.02 ,269.42 ,178.48 ,519.41 ,1031.70 ,483.23 ,1016.23 ,291.74 ,2243.76 ,308.54 ,182.24 ,52.22 ,325.34 ,228.71 ,133.94 ,1311.43 ,2878.71 ,750.32 
2001-08-09,706.49 ,266.16 ,176.67 ,511.69 ,1019.88 ,479.61 ,999.51 ,287.41 ,2167.72 ,301.13 ,176.69 ,50.53 ,319.55 ,220.08 ,129.56 ,1246.96 ,2777.18 ,731.59 
2001-08-10,710.44 ,270.42 ,181.25 ,514.52 ,1022.74 ,481.51 ,1009.20 ,290.32 ,2202.25 ,297.50 ,175.50 ,50.15 ,331.16 ,220.35 ,129.61 ,1250.68 ,2768.52 ,737.96 
2001-08-13,700.88 ,272.05 ,182.60 ,518.53 ,1028.21 ,484.08 ,1002.89 ,292.46 ,2233.50 ,295.61 ,176.11 ,55.35 ,335.96 ,224.29 ,132.49 ,1268.79 ,2769.13 ,742.24 
2001-08-14,702.24 ,270.84 ,185.03 ,532.07 ,1039.26 ,487.67 ,1031.19 ,293.15 ,2300.90 ,300.34 ,178.45 ,56.24 ,344.85 ,235.65 ,137.98 ,1354.28 ,2927.39 ,760.45 
2001-08-16,705.77 ,276.11 ,185.06 ,539.98 ,1054.04 ,491.40 ,1043.19 ,292.41 ,2277.67 ,293.34 ,181.37 ,61.12 ,350.72 ,240.92 ,140.67 ,1390.35 ,3016.06 ,757.43 
2001-08-17,712.75 ,272.08 ,183.15 ,545.42 ,1062.79 ,491.24 ,1044.75 ,298.02 ,2284.44 ,291.41 ,182.47 ,62.35 ,337.93 ,237.97 ,139.02 ,1370.34 ,2997.71 ,759.24 
2001-08-20,703.55 ,271.00 ,179.95 ,533.21 ,1047.41 ,480.98 ,1043.24 ,291.48 ,2207.53 ,287.67 ,175.19 ,59.37 ,329.09 ,233.63 ,137.43 ,1331.79 ,2917.89 ,741.47 
2001-08-21,709.72 ,271.28 ,181.12 ,538.86 ,1048.39 ,481.68 ,1062.83 ,293.12 ,2184.32 ,296.96 ,176.56 ,62.92 ,330.81 ,229.36 ,133.61 ,1325.79 ,2898.02 ,744.45 
2001-08-22,714.90 ,269.20 ,183.63 ,540.36 ,1052.21 ,489.42 ,1072.08 ,289.76 ,2237.66 ,297.24 ,177.70 ,62.67 ,330.63 ,231.95 ,133.08 ,1378.04 ,2947.28 ,754.60 
2001-08-23,719.76 ,266.20 ,182.47 ,541.74 ,1063.54 ,488.10 ,1076.09 ,293.44 ,2225.44 ,291.87 ,175.33 ,60.04 ,325.60 ,226.25 ,130.21 ,1333.02 ,2907.05 ,751.45 
2001-08-24,723.92 ,262.05 ,183.49 ,540.92 ,1098.15 ,481.38 ,1069.61 ,290.68 ,2218.26 ,288.50 ,172.81 ,58.26 ,324.08 ,227.99 ,131.86 ,1336.73 ,2908.53 ,749.02 
2001-08-27,737.45 ,262.91 ,189.82 ,551.30 ,1122.21 ,479.68 ,1089.53 ,293.17 ,2278.58 ,293.39 ,171.42 ,58.43 ,323.20 ,229.12 ,132.18 ,1342.22 ,2968.07 ,764.77 
2001-08-28,735.74 ,263.32 ,194.03 ,549.09 ,1108.33 ,476.52 ,1088.72 ,296.42 ,2261.24 ,296.95 ,171.19 ,58.07 ,325.53 ,229.59 ,132.57 ,1340.64 ,2996.95 ,762.98 
2001-08-29,725.86 ,255.76 ,181.89 ,540.62 ,1070.51 ,460.60 ,1072.83 ,288.07 ,2233.77 ,287.16 ,166.41 ,53.05 ,314.65 ,222.00 ,128.99 ,1274.23 ,2965.16 ,749.68 
2001-08-30,729.60 ,252.32 ,184.08 ,537.72 ,1060.01 ,463.01 ,1066.96 ,282.31 ,2219.40 ,289.21 ,165.81 ,57.32 ,310.99 ,219.51 ,126.73 ,1272.46 ,2941.17 ,747.25 
2001-08-31,706.82 ,242.98 ,175.97 ,522.08 ,1010.40 ,451.42 ,1033.67 ,261.85 ,2145.21 ,280.41 ,161.99 ,54.92 ,297.50 ,207.74 ,121.93 ,1167.30 ,2764.09 ,722.74 
2001-09-03,704.56 ,242.37 ,175.71 ,520.91 ,1010.30 ,453.69 ,1037.34 ,255.43 ,2120.77 ,274.51 ,159.04 ,53.77 ,292.68 ,207.86 ,122.50 ,1154.97 ,2810.72 ,716.71 
2001-09-04,713.82 ,241.70 ,178.31 ,529.43 ,1019.61 ,470.26 ,1073.84 ,262.12 ,2214.42 ,285.37 ,162.93 ,55.93 ,301.64 ,215.58 ,125.77 ,1232.77 ,2829.89 ,741.60 
2001-09-05,703.34 ,240.15 ,183.46 ,525.11 ,1033.21 ,468.96 ,1061.78 ,259.02 ,2157.16 ,287.40 ,163.72 ,58.36 ,297.01 ,213.24 ,124.43 ,1220.02 ,2794.52 ,731.12 
2001-09-06,704.88 ,240.24 ,185.88 ,528.59 ,1040.01 ,469.46 ,1071.20 ,262.29 ,2158.21 ,288.87 ,166.99 ,59.61 ,300.18 ,215.36 ,125.75 ,1231.32 ,2800.05 ,732.98 
2001-09-07,709.63 ,242.15 ,188.70 ,532.50 ,1044.57 ,466.33 ,1075.76 ,264.04 ,2185.50 ,295.65 ,168.43 ,59.17 ,304.32 ,216.87 ,126.19 ,1246.81 ,2839.33 ,741.28 
2001-09-10,710.64 ,246.88 ,194.73 ,529.18 ,1038.43 ,478.56 ,1043.70 ,260.46 ,2184.87 ,294.47 ,167.28 ,59.02 ,301.49 ,217.81 ,128.67 ,1221.12 ,2819.92 ,737.37 
2001-09-11,704.32 ,244.50 ,198.01 ,529.57 ,1036.55 ,473.77 ,1018.30 ,254.58 ,2136.01 ,287.37 ,166.72 ,57.25 ,301.19 ,213.66 ,124.71 ,1202.54 ,2774.85 ,724.60 
2001-09-12,629.84 ,211.22 ,168.81 ,480.82 ,899.43 ,414.93 ,920.07 ,217.48 ,1847.64 ,244.51 ,147.42 ,49.75 ,256.62 ,186.59 ,111.17 ,1027.72 ,2362.28 ,635.45 
2001-09-13,659.05 ,216.68 ,177.70 ,489.03 ,968.20 ,438.38 ,958.12 ,223.82 ,1940.94 ,251.41 ,154.14 ,54.75 ,256.33 ,200.70 ,122.07 ,1078.28 ,2506.31 ,661.28 
2001-09-14,643.11 ,200.93 ,164.16 ,474.97 ,918.29 ,415.29 ,941.26 ,199.90 ,1891.31 ,228.56 ,146.16 ,51.45 ,233.67 ,191.44 ,117.62 ,1011.04 ,2452.64 ,635.40 
2001-09-17,624.27 ,184.63 ,146.96 ,464.82 ,869.09 ,389.89 ,934.90 ,177.26 ,1808.68 ,218.82 ,139.69 ,48.80 ,206.85 ,182.98 ,115.41 ,917.16 ,2367.37 ,611.17 
2001-09-18,651.14 ,194.77 ,157.24 ,479.91 ,926.96 ,409.45 ,950.04 ,196.89 ,1861.70 ,231.41 ,145.54 ,53.87 ,219.91 ,191.89 ,118.53 ,1006.67 ,2449.60 ,633.31 
2001-09-19,658.11 ,199.33 ,158.30 ,486.07 ,947.24 ,419.72 ,941.03 ,210.36 ,1833.63 ,233.94 ,145.93 ,54.60 ,229.56 ,190.90 ,117.65 ,997.62 ,2443.63 ,632.75 
2001-09-20,654.55 ,198.36 ,153.50 ,484.71 ,940.89 ,407.76 ,917.07 ,203.81 ,1733.13 ,224.75 ,145.75 ,53.68 ,236.51 ,188.54 ,116.16 ,979.44 ,2416.67 ,610.38 
2001-09-21,656.42 ,196.05 ,155.42 ,482.73 ,935.21 ,403.44 ,858.56 ,202.04 ,1627.07 ,222.45 ,141.94 ,52.76 ,238.32 ,186.67 ,114.97 ,980.45 ,2460.17 ,587.95 
2001-09-24,668.85 ,197.57 ,159.04 ,484.53 ,943.53 ,410.23 ,873.10 ,205.01 ,1680.00 ,229.70 ,144.62 ,54.63 ,239.87 ,189.60 ,115.77 ,1015.86 ,2451.39 ,601.80 
2001-09-25,672.97 ,195.38 ,154.02 ,479.73 ,927.79 ,408.72 ,872.42 ,198.88 ,1627.39 ,226.92 ,141.68 ,52.58 ,226.93 ,185.39 ,113.71 ,987.97 ,2380.71 ,591.03 
2001-09-26,679.82 ,194.70 ,155.66 ,483.15 ,926.41 ,416.66 ,879.83 ,206.13 ,1615.99 ,234.05 ,141.96 ,53.51 ,227.07 ,185.65 ,113.51 ,991.57 ,2324.28 ,594.02 
2001-09-27,686.47 ,194.05 ,155.48 ,489.07 ,928.11 ,420.46 ,889.83 ,209.04 ,1616.88 ,242.05 ,144.56 ,53.86 ,234.98 ,186.58 ,112.37 ,1004.09 ,2385.04 ,599.55 
2001-09-28,699.53 ,199.80 ,157.78 ,499.02 ,955.15 ,441.25 ,926.85 ,212.99 ,1632.11 ,245.28 ,148.96 ,54.39 ,242.78 ,191.55 ,114.69 ,1042.02 ,2542.40 ,610.21 
2001-10-04,702.65 ,204.65 ,163.65 ,510.10 ,972.28 ,465.20 ,977.18 ,223.76 ,1709.86 ,270.07 ,153.49 ,54.53 ,253.49 ,199.08 ,118.66 ,1092.30 ,2688.78 ,639.90 
2001-10-05,700.02 ,205.25 ,162.45 ,509.21 ,965.94 ,462.88 ,967.69 ,220.10 ,1727.93 ,269.26 ,152.58 ,53.55 ,245.51 ,200.31 ,119.82 ,1083.85 ,2772.60 ,641.30 
2001-10-08,694.20 ,201.10 ,160.98 ,512.25 ,952.18 ,468.20 ,945.58 ,219.04 ,1702.42 ,264.49 ,149.23 ,52.35 ,242.76 ,199.31 ,119.42 ,1070.22 ,2767.64 ,634.03 
2001-10-09,707.26 ,206.41 ,165.22 ,516.39 ,970.85 ,474.22 ,972.36 ,223.56 ,1766.19 ,266.06 ,152.01 ,52.96 ,244.16 ,202.83 ,119.98 ,1100.37 ,2797.03 ,650.08 
2001-10-10,716.56 ,206.48 ,166.25 ,514.11 ,977.28 ,462.08 ,971.79 ,218.42 ,1742.74 ,261.31 ,152.11 ,52.40 ,238.60 ,200.34 ,117.27 ,1084.77 ,2814.37 ,643.67 
2001-10-11,742.32 ,215.19 ,169.80 ,519.47 ,990.20 ,472.64 ,992.77 ,222.01 ,1843.42 ,268.47 ,155.09 ,53.31 ,243.12 ,202.57 ,118.57 ,1100.53 ,2857.80 ,667.62 
2001-10-12,735.53 ,212.85 ,169.73 ,515.90 ,995.16 ,473.29 ,984.66 ,222.66 ,1877.00 ,270.53 ,157.12 ,54.15 ,248.11 ,202.99 ,118.59 ,1107.28 ,2873.50 ,671.34 
2001-10-15,747.01 ,214.57 ,170.96 ,516.46 ,1051.85 ,477.48 ,984.06 ,222.49 ,1854.71 ,268.58 ,158.76 ,53.74 ,249.68 ,203.81 ,119.58 ,1109.74 ,2805.47 ,668.65 
2001-10-16,751.63 ,217.63 ,171.66 ,521.78 ,1038.99 ,480.18 ,997.96 ,226.07 ,1852.15 ,272.17 ,159.74 ,54.68 ,252.69 ,209.77 ,123.54 ,1156.26 ,2825.60 ,671.67 
2001-10-17,742.94 ,220.84 ,172.20 ,522.13 ,1033.03 ,480.97 ,997.05 ,236.52 ,1905.74 ,278.33 ,159.79 ,56.88 ,253.99 ,211.65 ,125.18 ,1171.46 ,2833.53 ,682.75 
2001-10-18,735.53 ,222.91 ,169.53 ,521.83 ,1014.48 ,479.73 ,1004.29 ,232.43 ,1888.44 ,274.81 ,157.02 ,55.18 ,252.40 ,209.90 ,125.92 ,1132.70 ,2839.34 ,678.47 
2001-10-19,741.39 ,226.38 ,171.82 ,522.57 ,1027.67 ,482.22 ,995.12 ,233.66 ,1950.70 ,274.53 ,158.98 ,55.73 ,253.24 ,211.51 ,127.25 ,1143.36 ,2892.36 ,688.11 
2001-10-22,739.11 ,232.88 ,175.68 ,526.54 ,1035.06 ,484.97 ,991.34 ,237.12 ,1959.91 ,275.10 ,159.48 ,55.44 ,259.45 ,211.09 ,125.88 ,1143.49 ,2976.18 ,691.11 
2001-10-23,736.72 ,236.48 ,175.11 ,528.45 ,1024.77 ,485.75 ,986.99 ,234.21 ,1997.81 ,276.94 ,159.75 ,54.94 ,261.02 ,209.03 ,124.84 ,1128.56 ,2968.56 ,697.02 
2001-10-24,739.26 ,235.94 ,174.15 ,535.98 ,1021.71 ,485.15 ,1006.97 ,234.33 ,2099.81 ,280.00 ,161.68 ,54.92 ,262.01 ,214.98 ,127.92 ,1172.46 ,3036.81 ,716.95 
2001-10-25,740.78 ,232.81 ,174.71 ,533.82 ,1022.68 ,493.37 ,1007.07 ,235.66 ,2081.27 ,280.12 ,161.84 ,55.20 ,259.55 ,220.96 ,133.30 ,1189.64 ,2996.39 ,714.17 
2001-10-26,743.19 ,230.52 ,175.29 ,532.02 ,1031.17 ,488.67 ,1023.86 ,235.61 ,2051.69 ,283.40 ,160.75 ,55.05 ,258.84 ,220.94 ,133.94 ,1190.63 ,2998.57 ,712.11 
2001-10-29,744.97 ,232.33 ,175.24 ,532.14 ,1057.15 ,493.87 ,1015.71 ,236.19 ,2074.84 ,282.66 ,159.50 ,54.20 ,260.63 ,219.33 ,133.58 ,1171.68 ,2945.90 ,715.72 
2001-10-30,726.34 ,226.51 ,174.19 ,524.05 ,1040.28 ,485.81 ,1012.70 ,226.65 ,1976.92 ,280.45 ,155.88 ,52.23 ,254.13 ,215.27 ,132.78 ,1133.19 ,2857.22 ,696.00 
2001-10-31,726.35 ,225.28 ,175.53 ,526.39 ,1048.47 ,480.67 ,1028.11 ,229.91 ,1982.82 ,282.94 ,158.57 ,52.57 ,253.00 ,217.08 ,133.34 ,1142.72 ,2959.52 ,700.05 
2001-11-01,729.02 ,226.99 ,177.61 ,528.74 ,1059.99 ,482.69 ,1029.03 ,231.87 ,2043.85 ,284.32 ,159.45 ,53.10 ,256.15 ,220.51 ,134.22 ,1173.35 ,3115.15 ,711.18 
2001-11-02,734.15 ,228.95 ,178.75 ,529.08 ,1060.44 ,484.22 ,1032.97 ,232.28 ,2079.94 ,288.43 ,160.73 ,54.10 ,255.06 ,224.56 ,135.58 ,1209.01 ,3210.01 ,718.68 
2001-11-05,749.18 ,230.42 ,181.47 ,537.14 ,1094.98 ,493.28 ,1041.19 ,234.86 ,2106.35 ,304.34 ,163.62 ,55.74 ,259.18 ,230.24 ,137.96 ,1238.64 ,3355.80 ,732.95 
2001-11-06,749.76 ,233.57 ,182.58 ,538.17 ,1106.56 ,497.66 ,1078.54 ,236.27 ,2148.55 ,299.16 ,168.46 ,56.01 ,261.84 ,232.10 ,138.34 ,1258.41 ,3338.13 ,741.24 
2001-11-07,744.68 ,229.93 ,184.08 ,538.00 ,1087.74 ,492.10 ,1064.30 ,239.12 ,2152.34 ,297.46 ,165.48 ,55.11 ,260.58 ,230.77 ,138.27 ,1237.27 ,3380.42 ,739.57 
2001-11-08,750.82 ,232.06 ,186.32 ,544.33 ,1094.98 ,493.02 ,1078.59 ,237.87 ,2178.58 ,301.21 ,166.55 ,54.68 ,262.13 ,238.82 ,142.48 ,1295.69 ,3386.89 ,747.41 
2001-11-09,754.20 ,232.12 ,188.65 ,545.52 ,1092.48 ,491.12 ,1101.20 ,237.50 ,2234.78 ,298.43 ,166.09 ,54.25 ,263.19 ,238.53 ,139.89 ,1314.18 ,3351.15 ,757.36 
2001-11-12,763.51 ,238.54 ,192.83 ,550.19 ,1105.34 ,497.74 ,1109.34 ,239.78 ,2282.89 ,301.93 ,169.23 ,56.73 ,271.81 ,240.77 ,140.42 ,1336.16 ,3367.56 ,769.84 
2001-11-13,760.75 ,238.29 ,192.71 ,553.32 ,1104.01 ,492.97 ,1113.94 ,238.61 ,2288.88 ,310.72 ,167.99 ,56.83 ,269.04 ,237.16 ,137.40 ,1329.87 ,3279.99 ,774.42 
2001-11-14,767.90 ,238.92 ,193.14 ,563.35 ,1113.66 ,504.65 ,1139.90 ,246.58 ,2439.20 ,316.53 ,172.76 ,60.40 ,273.70 ,241.62 ,139.01 ,1372.65 ,3463.29 ,805.25 
